user,ROI,sen2,cloud_per,cloud_coverage,label_type,difficulty,proj_centroid
ANDREA,ROI_11408,20181216T023249_20181216T023243_T50KLA,0.0,cloud-free,scribble,NA,POINT (115.6608 -22.31879)
CESAR,ROI_11409,20200204T071101_20200204T072422_T38NMH,0.0,cloud-free,nolabel,1,POINT (44.55924 2.059867)
FERNANDO,ROI_1141,20190517T083601_20190517T090123_T33JYL,0.0,cloud-free,high,NA,POINT (17.55288 -26.86543)
CESAR,ROI_11410,20190120T071221_20190120T072159_T38NPJ,0.0,cloud-free,nolabel,1,POINT (46.48212 3.140637)
ANDREA,ROI_11411,20190125T071159_20190125T072532_T38NNK,0.0,cloud-free,scribble,NA,POINT (45.53188 3.97158)
ANGIE,ROI_11412,20190120T071221_20190120T072159_T38NPK,0.0,cloud-free,high,NA,POINT (46.45227 3.960433)
ANDREA,ROI_11413,20190113T072241_20190113T073808_T38NMK,0.0,cloud-free,scribble,NA,POINT (44.4139 3.960417)
CESAR,ROI_11414,20190301T070821_20190301T072506_T38NMJ,0.0,cloud-free,nolabel,1,POINT (44.8797 3.20773)
CESAR,ROI_11415,20190128T072219_20190128T073327_T38NLJ,0.0,cloud-free,nolabel,1,POINT (43.59039 2.94312)
CESAR,ROI_11416,20190128T072219_20190128T073327_T38NLJ,0.0,cloud-free,nolabel,1,POINT (43.82138 3.293436)
CESAR,ROI_11417,20191129T072241_20191129T073620_T38NLK,0.0,cloud-free,nolabel,1,POINT (43.67229 4.120729)
ANDREA,ROI_11418,20190403T071621_20190403T073112_T38NLK,0.0,cloud-free,scribble,NA,POINT (43.55311 3.867289)
CESAR,ROI_11419,20181218T070301_20181218T070301_T38NQL,0.0,cloud-free,nolabel,1,POINT (47.42122 4.992734)
FERNANDO,ROI_11420,20190120T071221_20190120T072159_T38NQL,0.0,cloud-free,high,NA,POINT (47.16031 4.776497)
CESAR,ROI_11421,20190120T071221_20190120T072159_T38NPL,0.0,cloud-free,nolabel,1,POINT (46.53433 4.769141)
ANDREA,ROI_11422,20190204T071109_20190204T072323_T38NPL,0.0,cloud-free,scribble,NA,POINT (46.30322 5.111855)
CESAR,ROI_11423,20190105T071259_20190105T071827_T38NNL,0.0,cloud-free,nolabel,1,POINT (45.72191 5.111868)
CESAR,ROI_11424,20190808T070631_20190808T072044_T38NNL,0.0,cloud-free,nolabel,1,POINT (45.47598 4.739299)
ANGIE,ROI_11425,20190105T071259_20190105T071827_T38NMK,0.0,cloud-free,high,NA,POINT (44.73066 4.090944)
ANDREA,ROI_11426,20181222T073319_20181222T074542_T37NGE,0.0,cloud-free,scribble,NA,POINT (41.16069 3.934384)
CESAR,ROI_11427,20191217T073219_20191217T074424_T37NGD,0.0,cloud-free,nolabel,1,POINT (41.36936 3.129413)
CESAR,ROI_11428,20190111T073259_20190111T074419_T37NFD,0.0,cloud-free,nolabel,1,POINT (40.4899 2.980367)
CESAR,ROI_11429,20190119T074231_20190119T074232_T37NEE,0.0,cloud-free,nolabel,1,POINT (39.56569 3.882179)
FERNANDO,ROI_1143,20200508T182921_20200508T183735_T11SMC,0.0,cloud-free,high,NA,POINT (-117.6713 38.21556)
ANDREA,ROI_11430,20190111T073259_20190111T074419_T37NFE,0.0,cloud-free,scribble,NA,POINT (40.54952 4.150533)
CESAR,ROI_11431,20181222T073319_20181222T074542_T37NGF,0.0,cloud-free,nolabel,1,POINT (41.36192 5.044924)
CESAR,ROI_11432,20181215T074319_20181215T075419_T37NEF,0.0,cloud-free,nolabel,1,POINT (39.54337 5.007561)
CESAR,ROI_11433,20181215T074319_20181215T075419_T37NEG,0.0,cloud-free,nolabel,1,POINT (39.4987 5.961603)
CESAR,ROI_11434,20181222T073319_20181222T074542_T37NFG,0.0,cloud-free,nolabel,1,POINT (40.55704 5.879597)
ANDREA,ROI_11435,20181222T073319_20181222T074542_T37NGG,0.0,cloud-free,scribble,NA,POINT (41.54076 5.78272)
CESAR,ROI_11436,20181222T073319_20181222T074542_T37NGH,0.0,cloud-free,nolabel,1,POINT (41.41411 6.773965)
ANDREA,ROI_11437,20190116T073241_20190116T073239_T37NFJ,0.0,cloud-free,scribble,NA,POINT (40.5495 7.802475)
CESAR,ROI_11438,20190104T074319_20190104T075257_T37PFK,0.0,cloud-free,nolabel,1,POINT (40.49738 8.629688)
CESAR,ROI_11439,20200506T083559_20200506T090308_T34KBD,0.0,cloud-free,nolabel,1,POINT (18.43646 -19.51284)
FERNANDO,ROI_1144,20180119T092309_20180119T092446_T34RCU,0.0,cloud-free,high,NA,POINT (19.56417 30.07536)
CESAR,ROI_11440,20190220T164321_20190220T165028_T15QTA,0.0,cloud-free,nolabel,1,POINT (-94.93114 18.19193)
CESAR,ROI_11441,20190220T164321_20190220T165028_T14QRF,0.0,cloud-free,nolabel,1,POINT (-95.25148 18.46397)
CESAR,ROI_11442,20181222T164711_20181222T165709_T14QRF,0.0,cloud-free,nolabel,1,POINT (-95.46015 18.17704)
CESAR,ROI_11443,20181222T164711_20181222T165709_T14QRF,0.0,cloud-free,nolabel,1,POINT (-95.57947 18.64662)
FERNANDO,ROI_11444,20190223T165301_20190223T170801_T14QRF,0.0,cloud-free,high,NA,POINT (-95.94472 18.72478)
CESAR,ROI_11445,20190310T165119_20190310T170807_T14QRF,0.0,cloud-free,nolabel,1,POINT (-96.03043 18.43788)
ANDREA,ROI_11446,20190216T170401_20190216T171752_T14QPH,0.0,cloud-free,scribble,NA,POINT (-97.43901 20.54341)
CESAR,ROI_11447,20190213T165411_20190213T165950_T14QPH,0.0,cloud-free,nolabel,1,POINT (-97.18928 20.20803)
CESAR,ROI_11448,20181218T170711_20181218T171140_T14QPH,0.0,cloud-free,nolabel,1,POINT (-97.71479 20.22657)
ANDREA,ROI_11449,20191213T170711_20191213T171111_T14QPH,0.0,cloud-free,scribble,NA,POINT (-97.85643 20.55453)
FERNANDO,ROI_1145,20180316T084711_20180316T090104_T35RMQ,0.0,cloud-free,high,NA,POINT (26.42702 31.14899)
ANDREA,ROI_11451,20181218T170711_20181218T171140_T14QPJ,0.0,cloud-free,scribble,NA,POINT (-97.81351 21.13587)
ANDREA,ROI_11453,20181223T170719_20181223T170731_T14QML,0.0,cloud-free,scribble,NA,POINT (-99.11777 22.71409)
CESAR,ROI_11454,20190311T171121_20190311T172119_T14QML,0.0,cloud-free,nolabel,1,POINT (-99.7215 23.21339)
CESAR,ROI_11455,20181228T170711_20181228T171141_T14RNR,0.0,cloud-free,nolabel,1,POINT (-98.23092 27.55852)
CESAR,ROI_11456,20190103T172721_20190103T173328_T13RGN,0.0,cloud-free,nolabel,1,POINT (-102.6281 29.49628)
CESAR,ROI_11457,20190103T172721_20190103T173328_T13RGP,0.0,cloud-free,nolabel,1,POINT (-102.6431 30.12233)
CESAR,ROI_11458,20190105T171709_20190105T172443_T14SMA,0.0,cloud-free,nolabel,1,POINT (-99.73643 32.0601)
CESAR,ROI_11459,20200312T170101_20200312T171158_T14RPU,0.0,cloud-free,nolabel,1,POINT (-97.71655 30.24531)
FERNANDO,ROI_1146,20190829T081601_20190829T082903_T36RXN,0.0,cloud-free,high,NA,POINT (34.41771 24.7618)
ANGIE,ROI_11460,20181228T170711_20181228T171141_T14RPU,0.0,cloud-free,high,NA,POINT (-97.69798 30.50237)
CESAR,ROI_11461,20190117T170631_20190117T171046_T14RPU,0.0,cloud-free,nolabel,1,POINT (-97.15761 30.43162)
CESAR,ROI_11462,20181213T170709_20181213T171438_T14RQU,0.0,cloud-free,nolabel,1,POINT (-96.47197 29.88011)
ANDREA,ROI_11463,20190112T170649_20190112T171314_T14RQU,0.0,cloud-free,scribble,NA,POINT (-95.95404 30.01048)
ANGIE,ROI_11464,20190112T170649_20190112T171314_T14RQT,0.0,cloud-free,high,NA,POINT (-95.83102 29.52241)
CESAR,ROI_11465,20181215T165711_20181215T170355_T15RTN,0.0,cloud-free,nolabel,1,POINT (-95.20874 29.19441)
CESAR,ROI_11466,20200612T164849_20200612T165615_T15RUN,0.0,cloud-free,nolabel,1,POINT (-94.70191 29.48137)
CESAR,ROI_11467,20181215T165711_20181215T170355_T15RUN,0.0,cloud-free,nolabel,1,POINT (-94.26218 29.60809)
CESAR,ROI_11468,20191115T165549_20191115T165612_T15RUP,0.0,cloud-free,nolabel,1,POINT (-94.82487 30.07017)
CESAR,ROI_11469,20181215T165711_20181215T170355_T15RUQ,0.0,cloud-free,nolabel,1,POINT (-94.80254 30.93837)
FERNANDO,ROI_1147,20191222T082249_20191222T082244_T36QUL,0.0,cloud-free,high,NA,POINT (31.69981 22.96798)
JHOMIRA,ROI_11470,20181222T164711_20181222T164707_T15RWP,0.0,cloud-free,high,NA,POINT (-92.13059 30.27136)
ANDREA,ROI_11471,20181210T165659_20181210T165847_T15RWQ,0.0,cloud-free,scribble,NA,POINT (-92.19017 30.97204)
CESAR,ROI_11472,20200617T164901_20200617T170013_T15RWQ,0.0,cloud-free,nolabel,1,POINT (-92.59641 31.38188)
ANGIE,ROI_11473,20190106T164659_20190106T164853_T15RXQ,0.0,cloud-free,high,NA,POINT (-91.44495 31.39681)
ANGIE,ROI_11474,20190421T163901_20190421T164917_T15RXQ,0.0,cloud-free,high,NA,POINT (-91.58276 30.89373)
CESAR,ROI_11475,20190106T164659_20190106T164853_T15RXP,0.0,cloud-free,nolabel,1,POINT (-91.44125 30.41673)
CESAR,ROI_11476,20181222T164711_20181222T164707_T15RXP,0.0,cloud-free,nolabel,1,POINT (-91.06848 30.01804)
ANDREA,ROI_11477,20190322T163951_20190322T164744_T15RYP,0.0,cloud-free,scribble,NA,POINT (-90.53193 30.02169)
ANGIE,ROI_11478,20190121T164611_20190121T164609_T15RYP,0.0,cloud-free,high,NA,POINT (-90.30831 30.4689)
CESAR,ROI_11479,20190121T164611_20190121T164609_T15RYN,0.0,cloud-free,nolabel,1,POINT (-90.43497 29.54104)
FERNANDO,ROI_1148,20190124T083231_20190124T084720_T33JXJ,0.0,cloud-free,high,NA,POINT (16.75111 -28.48261)
ANDREA,ROI_11480,20190428T162901_20190428T163646_T16RBT,0.0,cloud-free,scribble,NA,POINT (-89.27975 29.23923)
ANDREA,ROI_11481,20191109T163509_20191109T164226_T16RBU,0.0,cloud-free,scribble,NA,POINT (-89.40275 29.9695)
ANDREA,ROI_11482,20190403T162839_20190403T164450_T16RBV,0.0,cloud-free,scribble,NA,POINT (-89.45866 30.81923)
CESAR,ROI_11483,20190322T163951_20190322T164744_T16SBA,0.0,cloud-free,nolabel,1,POINT (-89.84633 31.75084)
ANDREA,ROI_11484,20181224T163709_20181224T164217_T16SBA,0.0,cloud-free,scribble,NA,POINT (-89.23875 32.05266)
CESAR,ROI_11485,20200405T163851_20200405T165117_T16SBB,0.0,cloud-free,nolabel,1,POINT (-89.38039 32.94329)
CESAR,ROI_11486,20190324T162929_20190324T164119_T16SEB,0.0,cloud-free,nolabel,1,POINT (-86.6675 32.61544)
CESAR,ROI_11487,20190523T162839_20190523T164406_T16SEC,0.0,cloud-free,nolabel,1,POINT (-86.70852 33.62517)
JHOMIRA,ROI_11488,20190523T162839_20190523T163132_T16SEC,0.0,cloud-free,high,NA,POINT (-86.58562 34.07244)
CESAR,ROI_11489,20190920T162949_20190920T164343_T16SED,0.0,cloud-free,nolabel,1,POINT (-86.71229 34.55691)
FERNANDO,ROI_1149,20190716T065631_20190716T070814_T39QXU,0.0,cloud-free,high,NA,POINT (52.31531 16.74387)
CESAR,ROI_11490,20190110T162639_20190110T162640_T16SED,0.0,cloud-free,nolabel,1,POINT (-85.96699 34.92213)
CESAR,ROI_11492,20191022T162331_20191022T163313_T16SGD,0.0,cloud-free,nolabel,1,POINT (-84.46521 34.41896)
CESAR,ROI_11493,20191022T162331_20191022T163313_T16SGD,0.0,cloud-free,nolabel,1,POINT (-84.50625 34.84747)
CESAR,ROI_11494,20190107T161649_20190107T161737_T16SGD,0.0,cloud-free,nolabel,1,POINT (-83.94723 34.98542)
CESAR,ROI_11495,20190107T161649_20190107T161737_T16SGD,0.0,cloud-free,nolabel,1,POINT (-83.96578 34.59408)
ANDREA,ROI_11496,20190130T162519_20190130T163144_T16SGC,0.0,cloud-free,scribble,NA,POINT (-83.82416 33.94574)
ANDREA,ROI_11497,20190107T161649_20190107T161737_T17SKT,0.0,cloud-free,scribble,NA,POINT (-83.8652 33.49478)
CESAR,ROI_11498,20190107T161649_20190107T161737_T16SGB,0.0,cloud-free,nolabel,1,POINT (-84.41668 33.07739)
CESAR,ROI_11499,20190614T161901_20190614T162530_T17SLC,0.0,cloud-free,nolabel,1,POINT (-82.7994 38.2573)
CESAR,ROI_11500,20190131T164521_20190131T164523_T16TEL,0.0,cloud-free,nolabel,1,POINT (-86.57812 41.21612)
ANDREA,ROI_11501,20190131T164521_20190131T164523_T16TEM,0.0,cloud-free,scribble,NA,POINT (-86.23524 42.02104)
CESAR,ROI_11502,20190531T163901_20190531T164149_T16TEP,0.0,cloud-free,nolabel,1,POINT (-86.07884 43.68307)
CESAR,ROI_11503,20190703T182921_20190703T182944_T11UQR,0.0,cloud-free,nolabel,1,POINT (-113.081 49.98076)
CESAR,ROI_11504,20200620T183921_20200620T185006_T11UQS,0.0,cloud-free,nolabel,1,POINT (-113.0661 50.87523)
CESAR,ROI_11505,20191224T190809_20191224T190808_T11UNA,0.0,cloud-free,nolabel,1,POINT (-116.0473 54.4825)
JHOMIRA,ROI_11506,20190226T193349_20190226T193350_T10VEH,0.0,cloud-free,high,NA,POINT (-122.0098 56.2712)
CESAR,ROI_11507,20200426T192911_20200426T192908_T10VEJ,0.0,cloud-free,nolabel,1,POINT (-122.2481 57.12081)
ANDREA,ROI_11508,20190810T192911_20190810T193245_T10VEK,0.0,cloud-free,scribble,NA,POINT (-122.0098 58.11952)
CESAR,ROI_11509,20200304T192301_20200304T192555_T10VEM,0.0,cloud-free,nolabel,1,POINT (-122.0098 59.90823)
FERNANDO,ROI_1151,20190830T153619_20190830T153912_T17MRS,0.0,cloud-free,high,NA,POINT (-77.87886 -3.179108)
ANGIE,ROI_11510,20190307T191231_20190307T191555_T11VMK,0.0,cloud-free,high,NA,POINT (-117.8212 62.57642)
JHOMIRA,ROI_11511,20190713T191919_20190713T191919_T11VNL,0.0,cloud-free,high,NA,POINT (-115.8535 63.47078)
ANDREA,ROI_11512,20200205T191559_20200205T191555_T11WNM,0.0,cloud-free,scribble,NA,POINT (-115.9578 64.4546)
ANDREA,ROI_11513,20190910T185931_20190910T190602_T11WPM,0.0,cloud-free,scribble,NA,POINT (-113.8412 64.4397)
CESAR,ROI_11515,20200628T193911_20200628T193907_T10WFS,0.0,cloud-free,nolabel,1,POINT (-119.6694 64.38003)
CESAR,ROI_11516,20190912T194011_20190912T194530_T10WES,0.0,cloud-free,nolabel,1,POINT (-121.5477 64.38004)
CESAR,ROI_11517,20200511T192909_20200511T192904_T10VER,0.0,cloud-free,nolabel,1,POINT (-122.0247 63.3813)
CESAR,ROI_11518,20190907T193939_20190907T193936_T10VDR,0.0,cloud-free,nolabel,1,POINT (-123.9923 63.42606)
CESAR,ROI_11519,20190910T194959_20190910T195330_T10WDS,0.0,cloud-free,nolabel,1,POINT (-123.7239 64.49932)
FERNANDO,ROI_1152,20190730T151711_20190730T151807_T18MVA,0.0,cloud-free,high,NA,POINT (-75.37844 -4.08511)
CESAR,ROI_11520,20190918T200101_20190918T200100_T09WXM,0.0,cloud-free,nolabel,1,POINT (-125.9896 64.40977)
CESAR,ROI_11521,20190215T200519_20190215T200519_T09WXN,0.0,cloud-free,nolabel,1,POINT (-125.9597 65.2893)
CESAR,ROI_11522,20200531T201901_20200531T202611_T09WXP,0.0,cloud-free,nolabel,1,POINT (-125.8703 66.33273)
CESAR,ROI_11523,20200607T200901_20200607T201109_T09WWP,0.0,cloud-free,nolabel,1,POINT (-127.3162 66.15381)
CESAR,ROI_11526,20200411T201901_20200411T202309_T09VVL,0.0,cloud-free,nolabel,1,POINT (-129.8502 63.42608)
CESAR,ROI_11527,20190226T202411_20190226T202409_T09VVK,0.0,cloud-free,nolabel,1,POINT (-129.8949 62.45721)
CESAR,ROI_11529,20190527T201851_20190527T201935_T08VNQ,0.0,cloud-free,nolabel,1,POINT (-134.1879 62.60618)
FERNANDO,ROI_1153,20190421T151711_20190421T151707_T18MYB,0.0,cloud-free,high,NA,POINT (-72.76012 -3.179058)
CESAR,ROI_11530,20190626T201851_20190626T202002_T08VNR,0.0,cloud-free,nolabel,1,POINT (-133.7258 63.44097)
CESAR,ROI_11531,20190224T203429_20190224T203429_T08WMS,0.0,cloud-free,nolabel,1,POINT (-135.7678 64.43969)
ANDREA,ROI_11532,20200229T203359_20200229T203409_T08WNS,0.0,cloud-free,scribble,NA,POINT (-133.5172 64.36511)
ANDREA,ROI_11533,20200316T205209_20200316T205208_T07WFM,0.0,cloud-free,scribble,NA,POINT (-137.8995 64.36514)
CESAR,ROI_11534,20200614T205029_20200614T205023_T07WFN,0.0,cloud-free,nolabel,1,POINT (-137.7653 65.19992)
CESAR,ROI_11535,20190912T203029_20190912T203028_T08WMT,0.0,cloud-free,nolabel,1,POINT (-135.8723 65.1999)
CESAR,ROI_11536,20200520T205031_20200520T205026_T07WEM,0.0,cloud-free,nolabel,1,POINT (-139.9415 64.3651)
CESAR,ROI_11537,20200523T210031_20200523T210027_T07VEL,0.0,cloud-free,nolabel,1,POINT (-139.7777 63.61978)
CESAR,ROI_11538,20190513T204021_20190513T204022_T07VEK,0.0,cloud-free,nolabel,1,POINT (-139.8074 62.48703)
CESAR,ROI_11539,20190513T204021_20190513T204022_T07VEJ,0.0,cloud-free,nolabel,1,POINT (-139.7031 61.71186)
CESAR,ROI_1154,20200106T151701_20200106T151658_T18MYC,0.0,cloud-free,high,NA,POINT (-72.66044 -2.209706)
ANDREA,ROI_11540,20200511T211509_20200511T211512_T07VDL,0.0,cloud-free,scribble,NA,POINT (-141.6259 63.56016)
CESAR,ROI_11541,20200521T211519_20200521T211513_T07VCL,0.0,cloud-free,nolabel,1,POINT (-144.0406 63.59001)
CESAR,ROI_11542,20200715T211521_20200715T211518_T06VXQ,0.0,cloud-free,nolabel,1,POINT (-143.5935 62.59133)
CESAR,ROI_11543,20191017T212529_20191017T212523_T06VWQ,0.0,cloud-free,nolabel,1,POINT (-145.9338 62.53168)
ANDREA,ROI_11544,20190701T211521_20190701T211746_T06VVP,0.0,cloud-free,scribble,NA,POINT (-147.7225 61.41373)
ANGIE,ROI_11545,20190326T212521_20190326T212622_T06VVN,0.0,cloud-free,high,NA,POINT (-148.1101 60.59387)
ANDREA,ROI_11546,20200130T212721_20200130T212721_T05VPJ,0.0,cloud-free,scribble,NA,POINT (-149.6902 61.56281)
CESAR,ROI_11547,20191110T051031_20191110T051135_T44QLE,0.0,cloud-free,nolabel,1,POINT (79.47474 17.24732)
CESAR,ROI_11548,20190414T050701_20190414T051415_T44QLE,0.0,cloud-free,nolabel,1,POINT (79.71322 17.62738)
CESAR,ROI_11549,20200329T050651_20200329T051221_T43QHV,0.0,cloud-free,nolabel,1,POINT (78.61758 17.77637)
JHOMIRA,ROI_1155,20190819T151711_20190819T151812_T18MYD,0.0,cloud-free,high,NA,POINT (-72.64234 -1.312775)
CESAR,ROI_11550,20190122T052119_20190122T052703_T43QHV,0.0,cloud-free,nolabel,1,POINT (78.02131 17.27708)
CESAR,ROI_11551,20191118T052109_20191118T052150_T43QHA,0.0,cloud-free,nolabel,1,POINT (78.01389 18.34293)
ANDREA,ROI_11552,20190210T045941_20190210T051158_T44QMF,0.0,cloud-free,scribble,NA,POINT (80.85352 18.24597)
CESAR,ROI_11553,20200329T050651_20200329T051221_T44QKG,0.0,cloud-free,nolabel,1,POINT (78.39404 19.19248)
CESAR,ROI_11554,20191228T052229_20191228T053139_T43QHC,0.0,cloud-free,nolabel,1,POINT (78.38652 20.04962)
JHOMIRA,ROI_11555,20190305T050701_20190305T051805_T44QKH,0.0,cloud-free,high,NA,POINT (78.87102 20.48932)
CESAR,ROI_11556,20190507T051651_20190507T053058_T43QFD,0.0,cloud-free,nolabel,1,POINT (76.76915 21.39859)
CESAR,ROI_11559,20191216T053231_20191216T054120_T43QEV,0.0,cloud-free,nolabel,1,POINT (75.31586 17.91062)
JHOMIRA,ROI_1156,20200106T151701_20200106T151658_T18MWD,0.0,cloud-free,high,NA,POINT (-74.4362 -1.566507)
CESAR,ROI_11560,20190122T052119_20190122T052703_T43QHV,0.0,cloud-free,nolabel,1,POINT (77.98407 17.70191)
JOSELYN,ROI_11561,20190203T051021_20190203T052412_T43PGS,0.0,cloud-free,high,NA,POINT (77.69338 15.11567)
CESAR,ROI_11562,20190308T051651_20190308T052854_T43PGS,0.0,cloud-free,nolabel,1,POINT (77.18659 14.60151)
CESAR,ROI_11563,20190305T050701_20190305T051805_T43PGR,0.0,cloud-free,nolabel,1,POINT (77.64118 14.19898)
CESAR,ROI_11564,20200213T050919_20200213T052153_T43PGR,0.0,cloud-free,nolabel,1,POINT (77.13438 13.69221)
ANDREA,ROI_11565,20200401T051651_20200401T053115_T43PFQ,0.0,cloud-free,scribble,NA,POINT (76.69843 13.33449)
CESAR,ROI_11566,20200122T052111_20200122T052733_T43PFP,0.0,cloud-free,nolabel,1,POINT (76.13202 12.35442)
CESAR,ROI_11567,20190414T050701_20190414T052407_T43PFN,0.0,cloud-free,nolabel,1,POINT (76.67607 11.47492)
CESAR,ROI_11568,20200226T051759_20200226T053517_T43PFN,0.0,cloud-free,nolabel,1,POINT (76.1469 10.98676)
CESAR,ROI_11569,20190213T050921_20190213T052353_T43PFM,0.0,cloud-free,nolabel,1,POINT (76.26617 10.33092)
JHOMIRA,ROI_1157,20200321T151659_20200321T152227_T18NWF,0.0,cloud-free,high,NA,POINT (-74.25503 0.5535126)
CESAR,ROI_11570,20190213T050921_20190213T052353_T43PFM,0.0,cloud-free,nolabel,1,POINT (76.69842 10.07001)
ANDREA,ROI_11571,20190109T051209_20190109T051714_T44PKS,0.0,cloud-free,scribble,NA,POINT (78.55418 10.48001)
ANDREA,ROI_11572,20200116T050131_20200116T051552_T44PKS,0.0,cloud-free,scribble,NA,POINT (79.0685 10.01042)
CESAR,ROI_11573,20190529T050659_20190529T051606_T44PKT,0.0,cloud-free,nolabel,1,POINT (79.03504 11.00536)
CESAR,ROI_11574,20200116T050131_20200116T050712_T44PKT,0.0,cloud-free,nolabel,1,POINT (79.03504 11.38554)
CESAR,ROI_11575,20190414T050701_20190414T052407_T44PKU,0.0,cloud-free,nolabel,1,POINT (79.102 11.96682)
CESAR,ROI_11576,20200420T045649_20200420T050559_T44PLA,0.0,cloud-free,nolabel,1,POINT (79.88458 13.80034)
CESAR,ROI_11577,20190620T031541_20190620T033005_T48QXE,0.0,cloud-free,nolabel,1,POINT (106.3129 17.69073)
ANDREA,ROI_11579,20190305T032621_20190305T033957_T48PUC,0.0,cloud-free,scribble,NA,POINT (103.5628 15.96157)
JHOMIRA,ROI_1158,20190910T150719_20190910T150721_T18NZF,0.0,cloud-free,high,NA,POINT (-71.55522 0.2997793)
CESAR,ROI_11580,20191230T033141_20191230T033757_T48PVB,0.0,cloud-free,nolabel,1,POINT (104.4646 15.10451)
CESAR,ROI_11581,20200428T032541_20200428T033028_T48PUA,0.0,cloud-free,nolabel,1,POINT (103.8683 14.21757)
JOSELYN,ROI_11582,20181230T033139_20181230T034049_T48PUA,0.0,cloud-free,high,NA,POINT (103.6149 13.93438)
CESAR,ROI_11583,20191225T033139_20191225T033203_T48PUV,0.0,cloud-free,nolabel,1,POINT (103.8236 13.27109)
CESAR,ROI_11584,20191125T033049_20191125T034252_T48PUV,0.0,cloud-free,nolabel,1,POINT (103.6 12.92082)
CESAR,ROI_11585,20190429T032549_20190429T033720_T48PUU,0.0,cloud-free,nolabel,1,POINT (103.8683 12.39158)
CESAR,ROI_11586,20190429T032549_20190429T033720_T48PUT,0.0,cloud-free,nolabel,1,POINT (103.4286 11.49729)
ANDREA,ROI_11587,20190710T031541_20190710T032156_T48PVT,0.0,cloud-free,scribble,NA,POINT (104.3751 11.44507)
ANGIE,ROI_11588,20190710T031541_20190710T032156_T48PVT,0.0,cloud-free,high,NA,POINT (104.7702 11.05007)
CESAR,ROI_11589,20191202T032109_20191202T032821_T48PVS,0.0,cloud-free,nolabel,1,POINT (104.7552 10.5955)
TONY,ROI_1159,20190820T144731_20190820T145240_T19MFS,0.0,cloud-free,high,NA,POINT (-67.67758 -3.21538)
CESAR,ROI_11591,20200101T032129_20200101T032415_T48PXR,0.0,cloud-free,nolabel,1,POINT (106.4173 9.626643)
CESAR,ROI_11592,20200227T030659_20200227T032231_T48PXS,0.0,cloud-free,nolabel,1,POINT (106.6483 10.51353)
ANDREA,ROI_11594,20200106T032121_20200106T032732_T48PXT,0.0,cloud-free,scribble,NA,POINT (106.3949 11.02027)
CESAR,ROI_11595,20200318T030539_20200318T031658_T48PYT,0.0,cloud-free,nolabel,1,POINT (107.5725 10.97561)
CESAR,ROI_11596,20191224T031131_20191224T032211_T48PZT,0.0,cloud-free,nolabel,1,POINT (108.4668 11.45996)
CESAR,ROI_11597,20200706T021611_20200706T023159_T50PQT,0.0,cloud-free,nolabel,1,POINT (119.5345 10.97557)
CESAR,ROI_11598,20200330T022329_20200330T022323_T51PUM,0.0,cloud-free,nolabel,1,POINT (121.9866 10.45389)
CESAR,ROI_11599,20200514T022331_20200514T022331_T51NTH,0.0,cloud-free,nolabel,1,POINT (120.7494 6.451596)
JHOMIRA,ROI_1160,20190921T143749_20190921T143808_T20MNC,0.0,cloud-free,high,NA,POINT (-62.54967 -2.454309)
CESAR,ROI_11601,20191020T014029_20191020T015053_T52LDJ,0.0,cloud-free,nolabel,1,POINT (128.2844 -15.30742)
CESAR,ROI_11602,20200510T010731_20200510T011116_T53KRB,0.0,cloud-free,nolabel,1,POINT (138.0031 -16.68251)
CESAR,ROI_11603,20200611T005709_20200611T010119_T54KUE,0.0,cloud-free,nolabel,1,POINT (139.4788 -18.2998)
CESAR,ROI_11606,20190213T002621_20190213T002615_T55KCR,0.0,cloud-free,nolabel,1,POINT (145.4635 -22.10081)
CESAR,ROI_11608,20190509T002719_20190509T003154_T55KDS,0.0,cloud-free,nolabel,1,POINT (146.5293 -21.29586)
CESAR,ROI_11609,20190220T001631_20190220T001625_T55KET,0.0,cloud-free,nolabel,1,POINT (147.7367 -20.14073)
JHOMIRA,ROI_1161,20181231T145729_20181231T145723_T19NGB,0.0,cloud-free,high,NA,POINT (-66.7353 1.314488)
CESAR,ROI_11610,20190819T002101_20190819T002057_T55KES,0.0,cloud-free,nolabel,1,POINT (147.9007 -21.09472)
JOSELYN,ROI_11611,20190913T002059_20190913T002055_T55KES,0.0,cloud-free,high,NA,POINT (147.3864 -21.38534)
CESAR,ROI_11612,20200331T002049_20200331T002052_T55KER,0.0,cloud-free,nolabel,1,POINT (147.6771 -21.98901)
CESAR,ROI_11613,20191202T002049_20191202T002056_T55KER,0.0,cloud-free,nolabel,1,POINT (147.5131 -22.2946)
CESAR,ROI_11614,20190620T002101_20190620T002058_T55KEQ,0.0,cloud-free,nolabel,1,POINT (147.5429 -22.97283)
CESAR,ROI_11615,20191107T002101_20191107T002057_T55KEQ,0.0,cloud-free,nolabel,1,POINT (147.4311 -23.34552)
CESAR,ROI_11616,20190414T002711_20190414T002710_T55KDR,0.0,cloud-free,nolabel,1,POINT (146.3951 -22.4213)
ANDREA,ROI_11617,20190414T002711_20190414T002710_T55KDR,0.0,cloud-free,scribble,NA,POINT (146.7156 -21.99648)
ANDREA,ROI_11618,20190620T002101_20190620T002058_T55KFR,0.0,cloud-free,scribble,NA,POINT (148.4373 -22.36166)
JOSELYN,ROI_11619,20191018T002101_20191018T002058_T55KFS,0.0,cloud-free,high,NA,POINT (148.4969 -21.45987)
